Unnamed: 0,gene symbol,ensembl ID,overallAssociationScore,geneticAssociations,somaticMutations,drugs,pathwaysSystemsBiology,textMining,rnaExpression,animalModels,targetName,Open Targets,Consensus-RNAseq:Low,Proteomics-DB:Low,HPA-Ab:,Mouse Infertility,Druggable,CITDBase,normalized RNA expression,Ovarian stroma cells,Follicle cells
2113,KCNJ2,ENSG00000123700,0.072955063,No data,No data,No data,No data,0.018478993,No data,0.360155568,potassium inwardly rectifying channel subfamily J member 2,True,,,,,,,1.4,not detected,high
2114,EGR2,ENSG00000122877,0.072955063,No data,No data,No data,No data,0.018478993,No data,0.360155568,early growth response 2,True,,,,,,,7.6,na,na
2115,DCC,ENSG00000187323,0.072955063,No data,No data,No data,No data,0.018478993,No data,0.360155568,DCC netrin 1 receptor,True,,,,,,,0.7,not detected,na
2116,GAL3ST1,ENSG00000128242,0.072899626,No data,No data,No data,No data,0.012935295,No data,0.361264308,galactose-3-O-sulfotransferase 1,True,,,,,,,1.2,not detected,na
2117,RNF212,ENSG00000178222,0.072836676,0.000264999,No data,No data,No data,0.011087396,No data,0.361264308,ring finger protein 212,True,,,,,,,8.8,not detected,not detected
2118,NLGN3,ENSG00000196338,0.072814623,No data,No data,No data,No data,0.022174791,No data,0.358529417,neuroligin 3,True,,,,,,,6.1,not detected,not detected
2119,TLX3,ENSG00000164438,0.072770273,No data,No data,No data,No data,0.014783194,No data,0.360155568,T cell leukemia homeobox 3,True,,,,,,,0.0,not detected,not detected
2120,HOXB2,ENSG00000173917,0.072677878,No data,No data,No data,No data,0.012935295,No data,0.360155568,homeobox B2,True,,,,,,,6.4,na,na
2121,SCMH1,ENSG00000010803,0.072622441,No data,No data,No data,No data,0.007391597,No data,0.361264308,Scm polycomb group protein homolog 1,True,,,,,,,24.8,na,na
2122,PIWIL1,ENSG00000125207,0.072622441,No data,No data,No data,No data,0.007391597,No data,0.361264308,piwi like RNA-mediated gene silencing 1,True,—,CTB,—,M,—,True,0.0,not detected,na
2123,FST,ENSG00000134363,0.07261505,No data,No data,No data,No data,0.036957985,No data,0.353835753,follistatin,True,,,,,,,20.7,not detected,not detected
2124,GAD1,ENSG00000128683,0.072585483,No data,No data,No data,No data,0.011087396,No data,0.360155568,glutamate decarboxylase 1,True,,,,,,,1.1,not detected,not detected
2125,CRHR1,ENSG00000263715,0.072585483,No data,No data,No data,No data,0.011087396,No data,0.360155568,corticotropin releasing hormone receptor 1,True,,,,,,,0.9,na,na
2126,ELK3,ENSG00000183960,0.072493088,No data,No data,No data,No data,0.009239496,No data,0.360155568,ETS transcription factor ELK3,True,,,,,,,0.7,not detected,not detected
2127,SOX9,ENSG00000125398,0.072493088,No data,No data,No data,No data,0.009239496,No data,0.360155568,SRY-box transcription factor 9,True,,,,,,,1.2,not detected,high
2128,PRKAA2,ENSG00000162409,0.072480153,No data,No data,No data,No data,0.362400766,No data,No data,protein kinase AMP-activated catalytic subunit alpha 2,True,,,,,,,2.5,not detected,low
2129,PAX3,ENSG00000135903,0.072400694,No data,No data,No data,No data,0.007391597,No data,0.360155568,paired box 3,True,,,,,,,0.1,na,na
2130,MYCBP2,ENSG00000005810,0.072400694,No data,No data,No data,No data,0.007391597,No data,0.360155568,MYC binding protein 2,True,,,,,,,22.8,na,na
2131,ASCL1,ENSG00000139352,0.072400694,No data,No data,No data,No data,0.007391597,No data,0.360155568,achaete-scute family bHLH transcription factor 1,True,,,,,,,1.6,not detected,not detected
2132,CUL7,ENSG00000044090,0.072400694,No data,No data,No data,No data,0.007391597,No data,0.360155568,cullin 7,True,,,,,,,19.4,low,na
2133,PAQR7,ENSG00000182749,0.07238591,No data,No data,No data,No data,0.011087396,No data,0.359157703,progestin and adipoQ receptor family member 7,True,,,,,,,13.2,not detected,na
2134,NBEA,ENSG00000172915,0.072356344,No data,No data,No data,No data,No data,No data,0.36178172,neurobeachin,True,,,,,,,10.4,not detected,na
2135,HORMAD2,ENSG00000176635,0.072292895,0.000160132,No data,No data,No data,No data,No data,0.361264308,HORMA domain containing 2,True,,,,,,,0.0,not detected,na
2136,OAS1,ENSG00000089127,0.07228982,No data,No data,No data,No data,No data,No data,0.361449098,2'-5'-oligoadenylate synthetase 1,True,,,,,,,7.4,medium,medium
2137,FAAP20,ENSG00000162585,0.07228982,No data,No data,No data,No data,No data,No data,0.361449098,FA core complex associated protein 20,True,,,,,,,16.9,not detected,na
2138,DDX20,ENSG00000064703,0.07228982,No data,No data,No data,No data,No data,No data,0.361449098,DEAD-box helicase 20,True,,,,,,,3.9,not detected,medium
2139,CAMK4,ENSG00000152495,0.07228982,No data,No data,No data,No data,No data,No data,0.361449098,calcium/calmodulin dependent protein kinase IV,True,,,,,,,1.4,not detected,not detected
2140,HPGD,ENSG00000164120,0.07228982,No data,No data,No data,No data,No data,No data,0.361449098,15-hydroxyprostaglandin dehydrogenase,True,,,,,,,2.3,not detected,low
2141,CCS,ENSG00000173992,0.07228982,No data,No data,No data,No data,No data,No data,0.361449098,copper chaperone for superoxide dismutase,True,,,,,,,20.8,low,high
2142,P2RX1,ENSG00000108405,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,purinergic receptor P2X 1,True,,,,,,,2.4,na,na
2143,BTBD18,ENSG00000233436,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,BTB domain containing 18,True,,,,,,,0.3,na,na
2144,NME5,ENSG00000112981,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,NME/NM23 family member 5,True,—,CTB,—,,Y,True,4.5,not detected,not detected
2145,CIB1,ENSG00000185043,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,calcium and integrin binding 1,True,,,,,,,17.8,not detected,not detected
2146,DMRTC2,ENSG00000142025,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,DMRT like family C2,True,,,,,,,0.0,not detected,not detected
2147,HMGA1,ENSG00000137309,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,high mobility group AT-hook 1,True,,,,,,,3.9,not detected,not detected
2148,TDRD6,ENSG00000180113,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,tudor domain containing 6,True,,,,,,,0.7,not detected,not detected
2149,NUP210L,ENSG00000143552,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,nucleoporin 210 like,True,,,,,,,0.1,not detected,not detected
2150,GPAT2,ENSG00000186281,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,"glycerol-3-phosphate acyltransferase 2, mitochondrial",True,,,,,,,0.9,not detected,na
2151,THEG,ENSG00000105549,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,theg spermatid protein,True,,,,,,,0.1,na,na
2152,CEP63,ENSG00000182923,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,centrosomal protein 63,True,,,,,,,16.7,not detected,low
2153,SYCP2,ENSG00000196074,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,synaptonemal complex protein 2,True,,,,,,,0.4,na,na
2154,HSPBP1,ENSG00000133265,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,HSPA (Hsp70) binding protein 1,True,,,,,,,17.4,medium,medium
2155,SOX30,ENSG00000039600,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,SRY-box transcription factor 30,True,,,,,,,0.1,not detected,not detected
2156,ZNF628,ENSG00000197483,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,zinc finger protein 628,True,,,,,,,7.6,na,na
2157,NKAPL,ENSG00000189134,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,NFKB activating protein like,True,,,,,,,3.2,na,na
2158,RXFP1,ENSG00000171509,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,relaxin family peptide receptor 1,True,,,,,,,0.8,not detected,not detected
2159,PRDM1,ENSG00000057657,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,PR/SET domain 1,True,,,,,,,4.2,low,medium
2160,MORC1,ENSG00000114487,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,MORC family CW-type zinc finger 1,True,,,,,,,0.2,not detected,not detected
2161,TOPAZ1,ENSG00000173769,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,testis and ovary specific PAZ domain containing 1,True,,,,,,,0.0,na,na
2162,BOLL,ENSG00000152430,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,"boule homolog, RNA binding protein",True,,,,,,,0.0,not detected,not detected
2163,EHD1,ENSG00000110047,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,EH domain containing 1,True,,,,,,,10.0,medium,not detected
2164,RBMXL2,ENSG00000170748,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,RBMX like 2,True,,,,,,,0.0,not detected,na
2165,INSL6,ENSG00000120210,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,insulin like 6,True,,,,,,,0.0,not detected,na
2166,SLC4A2,ENSG00000164889,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,solute carrier family 4 member 2,True,,,,,,,12.6,low,high
2167,RNF17,ENSG00000132972,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,ring finger protein 17,True,,,,,,,0.2,not detected,low
2168,GOLGA3,ENSG00000090615,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,golgin A3,True,,,,,,,20.5,low,na
2169,TEX19,ENSG00000182459,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,testis expressed 19,True,,,,,,,0.0,not detected,not detected
2170,CLDN11,ENSG00000013297,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,claudin 11,True,,,,,,,47.7,not detected,not detected
2171,SHOC1,ENSG00000165181,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,shortage in chiasmata 1,True,,,,,,,0.2,na,na
2172,PAFAH1B1,ENSG00000007168,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,platelet activating factor acetylhydrolase 1b regulatory subunit 1,True,,,,,,,22.4,medium,medium
2173,CNBD2,ENSG00000149646,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,cyclic nucleotide binding domain containing 2,True,,,,,,,1.7,medium,na
2174,IKBKG,ENSG00000269335,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma,True,,,,,,,5.1,low,na
2175,TDRD1,ENSG00000095627,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,tudor domain containing 1,True,—,—,CTB,M,—,True,0.5,not detected,medium
2176,LMTK2,ENSG00000164715,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,lemur tyrosine kinase 2,True,,,,,,,8.0,low,na
2177,TDRD9,ENSG00000156414,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,tudor domain containing 9,True,,,,,,,0.3,na,na
2178,GTF2A1,ENSG00000165417,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,general transcription factor IIA subunit 1,True,,,,,,,17.6,high,low
2179,UBE2W,ENSG00000104343,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,ubiquitin conjugating enzyme E2 W,True,,,,,,,11.8,medium,na
2180,KCNJ6,ENSG00000157542,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,potassium inwardly rectifying channel subfamily J member 6,True,,,,,,,0.8,na,na
2181,CCDC42,ENSG00000161973,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,coiled-coil domain containing 42,True,,,,,,,0.0,na,na
2182,STRA8,ENSG00000146857,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,stimulated by retinoic acid 8,True,—,F,—,,—,True,0.0,na,na
2183,RANBP1,ENSG00000099901,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,RAN binding protein 1,True,,,,,,,26.8,not detected,high
2184,SBF1,ENSG00000100241,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,SET binding factor 1,True,,,,,,,12.4,na,na
2185,TMEM203,ENSG00000187713,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,transmembrane protein 203,True,,,,,,,24.8,na,na
2186,PPP1CC,ENSG00000186298,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,protein phosphatase 1 catalytic subunit gamma,True,,,,,,,31.7,not detected,na
2187,MEIG1,ENSG00000197889,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,meiosis/spermiogenesis associated 1,True,,,,,,,0.9,na,na
2188,SETX,ENSG00000107290,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,senataxin,True,,,,,,,15.8,not detected,not detected
2189,GGNBP2,ENSG00000278311,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,gametogenetin binding protein 2,True,,,,,,,9.6,not detected,low
2190,FKBP6,ENSG00000141756,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,FKBP prolyl isomerase family member 6 (inactive),True,—,—,CTB,M,Y,True,35.5,low,low
2191,HCN2,ENSG00000099822,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2,True,,,,,,,1.0,na,na
2192,SLX4,ENSG00000188827,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,SLX4 structure-specific endonuclease subunit,True,,,,,,,2.7,not detected,na
2193,SIAH1,ENSG00000196470,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,siah E3 ubiquitin protein ligase 1,True,,,,,,,16.7,medium,medium
2194,TASP1,ENSG00000089123,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,taspase 1,True,,,,,,,10.1,not detected,na
2195,PLD6,ENSG00000179598,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,phospholipase D family member 6,True,—,CTB,—,M,Y,True,10.4,not detected,na
2196,RBMXL3,ENSG00000175718,0.072252862,No data,No data,No data,No data,No data,No data,0.361264308,RBMX like 3,True,,,,,,,0.0,not detected,na
2197,GIT1,ENSG00000108262,0.072059635,0.000114087,No data,No data,No data,No data,No data,0.360155568,GIT ArfGAP 1,True,,,,,,,13.6,medium,na
2198,MAPK6,ENSG00000069956,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,mitogen-activated protein kinase 6,True,,,,,,,11.5,not detected,medium
2199,OLA1,ENSG00000138430,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,Obg like ATPase 1,True,,,,,,,17.1,low,high
2200,TMEM38B,ENSG00000095209,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,transmembrane protein 38B,True,,,,,,,11.7,not detected,not detected
2201,IRX1,ENSG00000170549,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,iroquois homeobox 1,True,,,,,,,0.4,na,na
2202,PLAA,ENSG00000137055,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,phospholipase A2 activating protein,True,,,,,,,12.3,not detected,medium
2203,HSPA5,ENSG00000044574,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,heat shock protein family A (Hsp70) member 5,True,,,,,,,36.2,medium,low
2204,DBNL,ENSG00000136279,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,drebrin like,True,,,,,,,15.2,not detected,low
2205,PRDM16,ENSG00000142611,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,PR/SET domain 16,True,,,,,,,3.6,na,na
2206,MUC4,ENSG00000145113,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,"mucin 4, cell surface associated",True,,,,,,,0.5,not detected,na
2207,STK40,ENSG00000196182,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,serine/threonine kinase 40,True,,,,,,,22.2,not detected,na
2208,LACTB2,ENSG00000147592,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,lactamase beta 2,True,,,,,,,5.5,not detected,na
2209,CPEB4,ENSG00000113742,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,cytoplasmic polyadenylation element binding protein 4,True,,,,,,,6.6,na,na
2210,HCK,ENSG00000101336,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,"HCK proto-oncogene, Src family tyrosine kinase",True,,,,,,,3.4,not detected,not detected
2211,TSHZ3,ENSG00000121297,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,teashirt zinc finger homeobox 3,True,,,,,,,28.0,medium,na
2212,PEX13,ENSG00000162928,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,peroxisomal biogenesis factor 13,True,,,,,,,16.5,not detected,high
2213,TNRC6C,ENSG00000078687,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,trinucleotide repeat containing adaptor 6C,True,,,,,,,9.1,not detected,na
2214,ROR1,ENSG00000069667,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,receptor tyrosine kinase like orphan receptor 1,True,,,,,,,8.9,medium,na
2215,CLEC1B,ENSG00000165682,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,C-type lectin domain family 1 member B,True,,,,,,,0.1,na,na
2216,MCRIP1,ENSG00000225663,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,MAPK regulated corepressor interacting protein 1,True,,,,,,,28.5,not detected,na
2217,PEX5,ENSG00000139197,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,peroxisomal biogenesis factor 5,True,,,,,,,25.2,low,na
2218,CHST11,ENSG00000171310,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,carbohydrate sulfotransferase 11,True,,,,,,,8.7,not detected,not detected
2219,MYF6,ENSG00000111046,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,myogenic factor 6,True,,,,,,,0.0,na,na
2220,ACKR3,ENSG00000144476,0.072031114,No data,No data,No data,No data,No data,No data,0.360155568,atypical chemokine receptor 3,True,,,,,,,19.3,not detected,na
